,Gallatin,Lewis and Clark,Silver Bow,Yellowstone,Missoula,Broadwater,Flathead,Madison,Roosevelt,Cascade,Ravalli,Jefferson,Hill,Lincoln,Meagher,Toole,Lake,Park,Deer Lodge,Liberty,Musselshell,Unknown,Carbon,Glacier,Beaverhead,Richland,Stillwater,Big Horn,Golden Valley,Pondera,Wheatland,Rosebud,Custer,Fergus,Valley,Dawson,Treasure,Granite,Teton,Sheridan,Fallon,Garfield,Sanders,Wibaux,Sweet Grass,Blaine,McCone,Chouteau,Judith Basin,Powder River,Daniels,Powell,Prairie,Phillips,Mineral,Carter,Petroleum
2021-07-10,63,92,86,277,96,5,103,8,55,188,50,8,46,18,7,11,37,20,16,1,14,,17,44,12,18,14,76,2,3,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,8,8,11,2,16,2,5,1
2021-07-11,63,92,86,277,96,5,103,8,55,188,50,8,46,18,7,11,37,20,16,1,14,,17,44,12,18,14,76,2,3,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,8,8,11,2,16,2,5,1
2021-07-12,63,91,86,277,96,5,103,8,55,188,51,8,46,18,7,11,37,20,16,1,14,,17,44,12,18,14,76,2,3,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,8,8,11,2,16,3,5,1
2021-07-13,63,91,86,279,96,5,103,8,55,188,51,8,46,18,7,11,37,20,16,1,14,,17,44,12,18,14,76,2,3,8,50,18,31,18,29,1,2,6,5,2,2,15,6,7,24,1,7,1,8,8,11,2,16,3,5,1
2021-07-14,63,92,86,280,96,6,103,8,55,188,51,8,46,18,7,11,38,20,16,1,14,,17,44,12,18,14,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,1,7,1,8,8,11,2,16,3,5,1
2021-07-15,63,92,86,280,98,6,103,8,55,188,51,8,46,18,7,11,38,20,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,1,7,1,8,8,11,2,16,3,5,1
2021-07-16,63,92,86,280,98,6,107,8,55,188,51,8,46,18,7,11,38,20,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,3,5,1
2021-07-17,63,92,86,280,98,6,107,8,55,188,51,8,46,18,7,11,38,20,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,3,5,1
2021-07-18,63,92,86,280,98,6,107,8,55,188,51,8,46,18,7,11,38,20,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,3,5,1
2021-07-19,63,92,86,280,99,6,107,8,55,188,51,8,46,18,7,11,38,20,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,3,5,1
2021-07-20,63,92,86,281,99,6,107,8,55,188,51,8,46,18,7,11,38,20,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,3,5,1
2021-07-21,63,92,86,281,99,6,107,8,55,188,51,8,46,18,7,11,38,20,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,4,5,1
2021-07-22,63,92,86,281,99,6,107,8,55,189,51,8,46,18,7,11,38,20,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,4,5,1
2021-07-23,63,92,86,281,99,6,107,8,55,189,51,8,46,18,7,11,38,20,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,4,5,1
2021-07-24,63,92,86,281,99,6,107,8,55,189,51,8,46,18,7,11,38,20,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,4,5,1
2021-07-25,63,92,86,281,99,6,107,8,55,189,51,8,46,18,7,11,38,20,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,4,5,1
2021-07-26,63,92,86,281,99,6,107,8,55,189,51,8,46,18,7,11,38,20,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,4,5,1
2021-07-27,63,92,86,281,99,6,110,8,55,189,51,8,46,18,7,11,38,21,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,4,5,1
2021-07-28,63,92,86,282,100,6,110,8,55,190,51,8,46,19,7,11,38,21,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,5,5,1
2021-07-29,63,92,86,282,100,6,110,8,55,190,51,8,46,19,7,11,38,21,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,5,5,1
2021-07-30,63,92,86,282,100,6,110,8,55,190,51,8,46,19,7,11,38,21,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,5,5,1
2021-07-31,63,92,86,282,100,6,110,8,55,190,51,8,46,19,7,11,38,21,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,5,5,1
2021-08-01,63,92,86,282,100,6,110,8,55,190,51,8,46,19,7,11,38,21,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,5,5,1
2021-08-02,63,92,86,282,101,6,110,8,55,190,51,8,46,19,7,11,39,21,16,1,14,,17,44,12,18,15,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,7,5,1
2021-08-03,63,93,86,284,101,6,111,8,55,191,51,8,46,20,7,11,39,21,16,1,14,,17,45,12,18,16,76,2,3,8,50,18,31,18,32,1,2,6,5,2,2,15,6,7,24,2,7,1,8,8,11,2,16,7,5,1
2021-08-04,63,93,86,284,101,6,111,8,55,191,51,8,46,21,7,11,39,21,16,1,14,,17,45,12,18,16,76,2,3,8,50,18,31,18,32,1,2,6,5,3,2,15,6,7,24,2,7,1,8,8,11,2,16,7,5,1
2021-08-05,63,93,87,284,101,6,111,8,55,191,51,8,46,21,7,11,39,21,16,1,14,,17,45,12,18,16,76,2,3,8,50,18,31,18,32,1,2,6,5,3,2,15,6,7,24,2,7,1,8,8,11,2,16,8,5,1
2021-08-06,63,93,87,285,102,6,111,8,55,191,51,8,46,21,7,11,39,21,16,1,14,,17,45,12,18,16,76,2,3,8,50,18,31,18,32,1,2,6,5,3,2,15,6,7,24,2,7,1,8,8,11,2,16,8,5,1
2021-08-07,63,93,87,285,102,6,111,8,55,191,51,8,46,21,7,11,39,21,16,1,14,,17,45,12,18,16,76,2,3,8,50,18,31,18,32,1,2,6,5,3,2,15,6,7,24,2,7,1,8,8,11,2,16,8,5,1
2021-08-08,63,93,87,285,102,6,111,8,55,191,51,8,46,21,7,11,39,21,16,1,14,,17,45,12,18,16,76,2,3,8,50,18,31,18,32,1,2,6,5,3,2,15,6,7,24,2,7,1,8,8,11,2,16,8,5,1
2021-08-09,63,93,87,285,103,6,111,8,55,191,51,8,46,21,7,11,39,21,16,1,14,,17,45,12,18,16,76,2,3,8,50,18,31,18,32,1,2,6,5,3,2,15,6,7,24,2,7,1,8,8,11,2,16,8,5,1
