,Williamson,Davidson,Shelby,Sullivan,Knox,Hamilton,Jefferson,Rutherford,Campbell,Sevier,Cheatham,Robertson,Sumner,Cumberland,Dyer,Montgomery,Unknown,Washington,Wilson,Anderson,Blount,Bradley,Dickson,Greene,Hamblen,Maury,Tipton,Carroll,Cocke,Fayette,Monroe,Putnam,Roane,Scott,Chester,Franklin,Gibson,Houston,Loudon,Marion,McMinn,Perry,Claiborne,DeKalb,Grundy,Hardin,Lincoln,Madison,Overton,Bedford,Hawkins,Lewis,White,Benton,Cannon,Macon,Meigs,Unicoi,Smith,Bledsoe,Carter,Hardeman,Johnson,Morgan,Trousdale,Union,Weakley,Coffee,Haywood,Henry,McNairy,Obion,Fentress,Giles,Lawrence,Marshall,Warren,Wayne,Humphreys,Clay,Grainger,Hickman,Lauderdale,Sequatchie,Jackson,Polk,Stewart,Henderson,Decatur,Lake,Van Buren,Moore,Rhea,Crockett,Pickett,Hancock
2021-03-22,26176,93145,90311,15060,48735,42040,5865,40107,3964,12617,4158,9231,22166,6275,5296,18031,8738,13184,17258,8375,14554,13730,6434,7429,8281,12533,7075,3521,4265,4762,5507,10861,6038,2954,2062,4925,6252,1054,5853,3031,6111,1051,2933,2709,1728,3374,4208,10309,2906,6073,5461,1501,3450,1543,1834,3439,1295,1857,2641,2054,6111,3417,2204,2360,2433,1806,3867,6617,2664,3059,2720,4410,2337,3814,5642,3995,5397,2923,1595,1075,2497,2729,3107,1612,1275,1877,1267,3648,1556,1683,810,964,4215,1977,751,519
2021-03-23,26223,93223,90396,15129,48793,42143,5879,40196,3966,12663,4169,9245,22207,6279,5295,18071,8832,13209,17296,8381,14575,13779,6443,7438,8293,12552,7082,3521,4281,4768,5512,10884,6039,2958,2061,4929,6254,1055,5858,3033,6125,1052,2939,2710,1731,3381,4216,10333,2909,6086,5472,1503,3455,1545,1835,3443,1297,1859,2646,2054,6129,3417,2210,2361,2436,1808,3879,6630,2664,3059,2725,4414,2338,3822,5649,4002,5399,2925,1599,1076,2500,2732,3105,1610,1278,1881,1267,3649,1556,1683,812,965,4220,1977,751,520
2021-03-24,26277,93436,90497,15151,48908,42192,5896,40287,3983,12706,4174,9273,22277,6288,5301,18110,8813,13248,17316,8391,14601,13827,6456,7444,8298,12578,7085,3526,4303,4774,5522,10891,6042,2964,2065,4937,6260,1055,5864,3038,6136,1053,2941,2715,1735,3389,4220,10355,2911,6108,5490,1505,3466,1554,1839,3447,1299,1861,2659,2059,6133,3421,2212,2364,2439,1811,3885,6641,2664,3062,2730,4421,2339,3834,5661,4007,5409,2927,1602,1076,2503,2735,3106,1618,1280,1885,1267,3650,1557,1683,813,969,4228,1977,751,520
2021-03-25,26356,93585,90615,15191,48988,42273,5907,40386,3986,12728,4186,9289,22331,6304,5302,18164,8861,13292,17353,8394,14630,13879,6467,7454,8307,12611,7092,3525,4313,4777,5528,10924,6047,2971,2065,4954,6265,1056,5869,3044,6147,1053,2947,2716,1737,3394,4223,10378,2915,6147,5495,1512,3469,1559,1845,3452,1304,1865,2663,2064,6144,3421,2215,2369,2441,1816,3895,6655,2664,3064,2730,4423,2341,3838,5664,4008,5413,2929,1605,1076,2504,2735,3109,1621,1281,1897,1267,3650,1558,1683,813,974,4232,1977,751,520
2021-03-26,26408,93782,90734,15257,49117,42332,5917,40502,3991,12751,4192,9307,22370,6305,5304,18221,8819,13334,17381,8413,14643,13914,6471,7472,8326,12621,7094,3528,4318,4780,5534,10932,6052,2970,2066,4964,6269,1056,5875,3043,6154,1053,2956,2719,1738,3400,4224,10384,2916,6163,5513,1513,3471,1561,1845,3456,1309,1871,2673,2067,6164,3422,2214,2375,2443,1816,3899,6665,2665,3067,2734,4425,2342,3841,5666,4013,5415,2931,1608,1076,2506,2737,3109,1624,1282,1898,1270,3652,1557,1683,813,975,4235,1977,753,521
2021-03-27,26408,93782,90840,15257,49117,42361,5917,40502,3991,12751,4192,9307,22370,6305,5304,18221,8723,13334,17381,8413,14643,13914,6471,7472,8326,12621,7094,3528,4318,4780,5534,10932,6052,2970,2066,4964,6269,1056,5875,3043,6154,1053,2956,2719,1738,3400,4224,10384,2916,6163,5513,1513,3471,1561,1845,3456,1309,1871,2673,2067,6164,3422,2214,2375,2443,1816,3899,6665,2665,3067,2734,4425,2342,3841,5666,4013,5415,2931,1608,1076,2506,2737,3109,1624,1282,1898,1270,3652,1557,1683,813,975,4235,1977,753,521
2021-03-28,26408,93782,90959,15257,49117,42405,5917,40502,3991,12751,4192,9307,22370,6305,5304,18221,8608,13334,17381,8413,14643,13914,6471,7472,8326,12621,7094,3528,4318,4780,5534,10932,6052,2970,2066,4964,6269,1056,5875,3043,6154,1053,2956,2719,1738,3400,4224,10384,2916,6163,5513,1513,3471,1561,1845,3456,1309,1871,2673,2067,6164,3422,2214,2375,2443,1816,3899,6665,2665,3067,2734,4425,2342,3841,5666,4013,5415,2931,1608,1076,2506,2737,3109,1624,1282,1898,1270,3652,1557,1683,813,975,4235,1977,753,521
2021-03-29,26528,93782,91037,15333,49342,42453,5930,40685,3997,12789,4240,9335,22470,6333,5310,18312,8787,13412,17456,8434,14670,13972,6491,7495,8338,12669,7115,3533,4337,4791,5557,10959,6064,2978,2069,4980,6283,1058,5891,3047,6178,1054,2967,2725,1742,3408,4233,10406,2924,6204,5545,1518,3478,1564,1847,3469,1310,1874,2683,2068,6193,3426,2220,2385,2451,1818,3914,6691,2668,3072,2736,4436,2344,3852,5685,4024,5424,2931,1622,1076,2511,2745,3111,1627,1283,1907,1275,3658,1562,1686,813,982,4246,1979,753,523
2021-03-30,26557,94263,91130,15380,49409,42519,5936,40739,4003,12806,4252,9346,22505,6335,5311,18348,8786,13429,17475,8444,14684,14010,6500,7497,8348,12692,7118,3541,4344,4790,5556,10961,6066,2980,2069,4987,6284,1060,5895,3049,6184,1054,2973,2725,1742,3410,4238,10438,2925,6210,5547,1519,3478,1568,1847,3473,1310,1874,2685,2068,6202,3426,2221,2389,2454,1821,3918,6695,2668,3076,2737,4438,2345,3855,5690,4026,5426,2931,1624,1076,2511,2747,3113,1628,1283,1914,1279,3658,1562,1687,813,984,4246,1981,753,522
2021-03-31,26612,94369,91220,15417,49454,42572,5937,40844,4008,12840,4261,9361,22555,6340,5313,18392,8839,13482,17520,8454,14698,14035,6506,7510,8355,12705,7120,3541,4348,4794,5559,10977,6069,2988,2073,4991,6289,1061,5897,3051,6186,1054,2977,2726,1743,3416,4243,10482,2926,6226,5556,1521,3484,1571,1847,3485,1311,1874,2687,2068,6214,3426,2223,2393,2458,1823,3921,6696,2670,3076,2740,4438,2346,3858,5695,4035,5433,2935,1628,1076,2519,2748,3114,1626,1284,1922,1279,3658,1562,1688,814,985,4252,1980,753,523
2021-04-01,26668,94557,91349,15468,49511,42645,5946,40924,4013,12859,4283,9393,22594,6379,5321,18441,8916,13533,17557,8469,14717,14067,6526,7535,8363,12741,7134,3540,4359,4808,5579,11001,6076,2995,2077,5009,6304,1063,5904,3057,6202,1054,2979,2734,1744,3426,4254,10508,2932,6251,5574,1529,3490,1576,1856,3496,1313,1879,2695,2072,6232,3428,2228,2399,2463,1824,3939,6718,2670,3079,2743,4443,2349,3865,5703,4039,5447,2937,1636,1079,2524,2753,3115,1631,1288,1930,1283,3666,1562,1689,817,988,4253,1981,753,527
2021-04-02,26668,94741,91524,15468,49511,42645,5946,40924,4013,12859,4283,9393,22594,6379,5321,18441,8776,13533,17557,8469,14717,14067,6526,7535,8363,12741,7134,3540,4359,4808,5579,11001,6076,2995,2077,5009,6304,1063,5904,3057,6202,1054,2979,2734,1744,3426,4254,10508,2932,6251,5574,1529,3490,1576,1856,3496,1313,1879,2695,2072,6232,3428,2228,2399,2463,1824,3939,6718,2670,3079,2743,4443,2349,3865,5703,4039,5447,2937,1636,1079,2524,2753,3115,1631,1288,1930,1283,3666,1562,1689,817,988,4253,1981,753,527
2021-04-03,26668,94741,91613,15468,49511,42645,5946,40924,4013,12859,4283,9393,22594,6379,5321,18441,8692,13533,17557,8469,14717,14067,6526,7535,8363,12741,7134,3540,4359,4808,5579,11001,6076,2995,2077,5009,6304,1063,5904,3057,6202,1054,2979,2734,1744,3426,4254,10508,2932,6251,5574,1529,3490,1576,1856,3496,1313,1879,2695,2072,6232,3428,2228,2399,2463,1824,3939,6718,2670,3079,2743,4443,2349,3865,5703,4039,5447,2937,1636,1079,2524,2753,3115,1631,1288,1930,1283,3666,1562,1689,817,988,4253,1981,753,527
2021-04-04,26668,94741,91716,15468,49511,42645,5946,40924,4013,12859,4283,9393,22594,6379,5321,18441,8602,13533,17557,8469,14717,14067,6526,7535,8363,12741,7134,3540,4359,4808,5579,11001,6076,2995,2077,5009,6304,1063,5904,3057,6202,1054,2979,2734,1744,3426,4254,10508,2932,6251,5574,1529,3490,1576,1856,3496,1313,1879,2695,2072,6232,3428,2228,2399,2463,1824,3939,6718,2670,3079,2743,4443,2349,3865,5703,4039,5447,2937,1636,1079,2524,2753,3115,1631,1288,1930,1283,3666,1562,1689,817,988,4253,1981,753,527
2021-04-05,26790,95125,91792,15582,49854,42805,5971,41160,4033,12917,4316,9444,22742,6412,5327,18617,8791,13660,17645,8493,14762,14153,6578,7589,8387,12790,7145,3546,4370,4823,5599,11032,6098,3011,2080,5024,6326,1066,5921,3065,6233,1056,2998,2735,1754,3438,4264,10562,2939,6295,5610,1540,3496,1594,1865,3521,1318,1888,2700,2075,6265,3435,2234,2409,2467,1828,3963,6741,2675,3083,2746,4453,2354,3882,5717,4050,5474,2940,1650,1080,2535,2764,3121,1643,1290,1940,1288,3672,1564,1693,819,990,4271,1987,754,529
2021-04-06,26813,95204,91847,15643,49899,42840,5975,41196,4031,12924,4321,9453,22768,6421,5331,18652,8812,13695,17658,8510,14770,14194,6596,7604,8387,12816,7151,3548,4377,4822,5609,11048,6107,3015,2081,5032,6325,1070,5930,3067,6239,1055,3004,2736,1756,3441,4270,10564,2941,6308,5618,1543,3498,1596,1868,3527,1319,1895,2705,2077,6278,3437,2236,2414,2467,1831,3967,6752,2675,3086,2749,4456,2360,3887,5720,4053,5480,2942,1655,1082,2535,2769,3124,1646,1290,1941,1289,3673,1563,1693,819,992,4271,1998,755,529
2021-04-07,26866,95306,91906,15676,49951,42895,5984,41283,4043,12949,4326,9463,22831,6434,5333,18695,8925,13735,17695,8513,14798,14223,6612,7621,8394,12861,7158,3552,4380,4833,5615,11059,6113,3021,2082,5043,6337,1071,5941,3070,6242,1055,3008,2739,1761,3449,4273,10588,2942,6321,5637,1545,3505,1600,1873,3528,1322,1899,2711,2079,6292,3442,2246,2422,2470,1836,3972,6761,2675,3091,2752,4463,2362,3899,5722,4065,5482,2941,1661,1083,2539,2775,3128,1649,1290,1945,1289,3678,1564,1693,825,992,4275,1998,755,530
2021-04-08,26912,95499,92058,15730,50025,42974,6000,41366,4050,12973,4342,9475,22880,6455,5336,18738,8951,13805,17736,8533,14822,14255,6628,7632,8405,12887,7167,3554,4388,4835,5633,11064,6118,3030,2084,5050,6349,1072,5950,3070,6251,1055,3014,2740,1763,3460,4277,10609,2943,6333,5669,1547,3507,1607,1875,3543,1322,1906,2711,2081,6320,3446,2265,2428,2475,1838,3978,6768,2676,3096,2754,4466,2363,3905,5732,4070,5493,2941,1674,1083,2544,2779,3126,1651,1290,1952,1292,3679,1564,1694,825,993,4279,1998,755,532
2021-04-09,26942,95651,92219,15781,50105,43042,6008,41428,4054,12986,4365,9486,22909,6461,5340,18780,8943,13850,17747,8539,14839,14284,6643,7645,8409,12901,7171,3555,4395,4845,5643,11072,6124,3031,2086,5049,6355,1073,5958,3072,6255,1056,3023,2739,1764,3461,4279,10628,2943,6350,5682,1548,3514,1609,1875,3543,1321,1911,2717,2082,6332,3450,2267,2428,2478,1840,3987,6782,2676,3097,2753,4471,2363,3912,5731,4073,5494,2941,1687,1083,2554,2783,3127,1652,1292,1960,1293,3683,1564,1695,826,992,4280,1998,755,536
2021-04-10,26942,95651,92374,15781,50105,43100,6008,41428,4054,12986,4365,9486,22909,6461,5340,18780,8805,13850,17747,8539,14839,14284,6643,7645,8409,12901,7171,3555,4395,4845,5643,11072,6124,3031,2086,5049,6355,1073,5958,3072,6255,1056,3023,2739,1764,3461,4279,10628,2943,6350,5682,1548,3514,1609,1875,3543,1321,1911,2717,2082,6332,3450,2267,2428,2478,1840,3987,6782,2676,3097,2753,4471,2363,3912,5731,4073,5494,2941,1687,1083,2554,2783,3127,1652,1292,1960,1293,3683,1564,1695,826,992,4280,1998,755,536
2021-04-11,26942,95651,92529,15781,50105,43147,6008,41428,4054,12986,4365,9486,22909,6461,5340,18780,8667,13850,17747,8539,14839,14284,6643,7645,8409,12901,7171,3555,4395,4845,5643,11072,6124,3031,2086,5049,6355,1073,5958,3072,6255,1056,3023,2739,1764,3461,4279,10628,2943,6350,5682,1548,3514,1609,1875,3543,1321,1911,2717,2082,6332,3450,2267,2428,2478,1840,3987,6782,2676,3097,2753,4471,2363,3912,5731,4073,5494,2941,1687,1083,2554,2783,3127,1652,1292,1960,1293,3683,1564,1695,826,992,4280,1998,755,536
